order_id,order_date,region,state,customer_segment,sales_channel,product_category,product_subcategory,product_name,units,unit_price,discount_pct,cogs_per_unit
ORD-10118,2025-04-19,Northeast,Massachusetts,SMB,Online,Furniture,Chairs,Summit Chair,3,371.17,0.1426,228.88
ORD-10119,2025-10-25,West,Colorado,Enterprise,Direct Sales,Furniture,Chairs,Summit Chair,2,378.9,0.1082,244.45
ORD-10120,2024-06-15,West,Washington,SMB,Direct Sales,Apparel,Uniforms,Shift Uniform,9,44.35,0.1,20.58
ORD-10121,2024-03-09,Midwest,Ohio,Consumer,Retail,Apparel,Safety Wear,Safety Vest,13,25.57,0.119,10.08
ORD-10122,2025-08-30,West,Washington,SMB,Distributor,Industrial,Maintenance,Filter Module,8,143.89,0.0844,76.81
ORD-10123,2024-02-23,Southeast,North Carolina,SMB,Distributor,Apparel,Safety Wear,Safety Vest,9,27.67,0.1011,12.13
ORD-10124,2025-09-09,Southeast,Georgia,Consumer,Direct Sales,Electronics,Networking,Smart Switch,3,303.12,0.1685,217.79
ORD-10125,2024-11-21,Southeast,Georgia,Consumer,Retail,Electronics,Tablets,FieldTab Pro,2,676.89,0.1799,435.82
ORD-10126,2024-10-02,West,California,Enterprise,Direct Sales,Electronics,Laptops,Nimbus Laptop,10,1045.43,0.0917,654.83
ORD-10127,2024-06-30,Southeast,North Carolina,Consumer,Online,Furniture,Chairs,Summit Chair,3,349.26,0.1533,199.68
ORD-10128,2024-08-19,Southeast,North Carolina,Consumer,Online,Apparel,Branded Gear,Embroidered Cap,6,19.45,0.1224,7.61
ORD-10129,2025-07-20,West,California,SMB,Online,Electronics,Tablets,Astra Tablet,2,576.98,0.1237,375.48
ORD-10130,2024-06-09,Midwest,Illinois,Enterprise,Distributor,Industrial,Components,Hydraulic Valve,24,325.39,0.0707,178.94
ORD-10131,2025-06-07,Southwest,Arizona,Enterprise,Direct Sales,Industrial,Maintenance,Filter Module,18,125.98,0.0948,76.91
ORD-10132,2025-12-01,Northeast,Massachusetts,Consumer,Online,Electronics,Networking,Secure Gateway,3,459.91,0.1325,324.38
ORD-10133,2024-11-27,Southeast,Florida,SMB,Retail,Electronics,Laptops,Nimbus Laptop,1,1187.11,0.1658,827.04
ORD-10134,2024-11-16,Southwest,New Mexico,SMB,Distributor,Electronics,Laptops,ThinkCore Laptop,4,907.62,0.1346,635.14
ORD-10135,2025-01-10,West,Washington,SMB,Distributor,Office Supplies,Ink,Toner Cartridge,50,78.05,0.0817,37.66
ORD-10136,2024-01-10,West,Washington,Consumer,Direct Sales,Apparel,Safety Wear,Safety Vest,8,25.44,0.125,11.57
ORD-10137,2024-01-06,Midwest,Michigan,Consumer,Retail,Furniture,Storage,Mobile Pedestal,3,172.91,0.1264,110.1
ORD-10138,2025-04-22,Southwest,New Mexico,SMB,Direct Sales,Apparel,Safety Wear,Hi-Vis Hoodie,43,66.67,0.0951,30.2
ORD-10139,2025-09-27,Midwest,Ohio,Enterprise,Direct Sales,Electronics,Networking,Smart Switch,5,300.04,0.1065,209.79
ORD-10140,2025-10-29,West,Colorado,Consumer,Retail,Apparel,Branded Gear,Embroidered Cap,13,16.89,0.1446,6.67
ORD-10141,2024-09-15,Southwest,Texas,SMB,Retail,Furniture,Storage,Filing Cabinet,3,249.41,0.1431,153.48
ORD-10142,2024-09-20,Southwest,Texas,Consumer,Online,Electronics,Laptops,Nimbus Laptop,1,1143.45,0.1382,779.26
ORD-10143,2025-08-18,Northeast,New York,Consumer,Online,Furniture,Storage,Filing Cabinet,3,224.81,0.1447,121.96
ORD-10144,2024-06-03,West,California,SMB,Direct Sales,Furniture,Desks,Modular Desk,6,497.26,0.1283,328.1
ORD-10145,2025-12-18,West,Washington,Consumer,Online,Electronics,Laptops,Apex Workstation,1,1369.3,0.1421,946.78
ORD-10146,2024-01-13,Northeast,Massachusetts,SMB,Online,Industrial,Maintenance,Seal Pack,13,62.82,0.0975,38.83
ORD-10147,2024-03-09,Southeast,Georgia,SMB,Distributor,Apparel,Branded Gear,Event Tee,33,23.55,0.0956,8.7
ORD-10148,2024-05-27,Midwest,Ohio,SMB,Retail,Electronics,Laptops,Nimbus Laptop,8,1194.1,0.1237,803.95
ORD-10149,2025-03-14,Midwest,Ohio,SMB,Online,Apparel,Uniforms,Team Hoodie,16,59.5,0.1156,21.22
ORD-10150,2024-04-20,Midwest,Ohio,SMB,Online,Electronics,Networking,Smart Switch,6,317.2,0.1082,199.9
ORD-10151,2024-09-14,Midwest,Michigan,Consumer,Online,Apparel,Safety Wear,Protective Jacket,6,89.49,0.1133,39.81
ORD-10152,2024-12-08,Midwest,Michigan,Consumer,Retail,Furniture,Storage,Wall Storage,1,335.35,0.1261,191.56
ORD-10153,2025-05-04,Northeast,Massachusetts,Enterprise,Direct Sales,Electronics,Accessories,Pro Headset,8,165.98,0.0853,113.94
ORD-10154,2025-06-28,Northeast,New York,SMB,Distributor,Electronics,Accessories,Pro Headset,5,195.99,0.1038,134.91
ORD-10155,2025-09-02,Southwest,Texas,SMB,Direct Sales,Apparel,Branded Gear,Quarter Zip,25,47.26,0.0983,21.87
ORD-10156,2025-11-21,Southwest,New Mexico,SMB,Online,Electronics,Accessories,Pro Headset,3,167.1,0.1305,109.25
ORD-10157,2025-05-06,West,California,Consumer,Online,Apparel,Branded Gear,Event Tee,3,22.95,0.1439,9.13
ORD-10158,2024-01-03,West,California,Enterprise,Direct Sales,Apparel,Branded Gear,Embroidered Cap,31,17.12,0.1028,6.07
ORD-10159,2025-12-13,Northeast,New York,Enterprise,Distributor,Furniture,Desks,Lift Desk,4,658.37,0.1202,428.4
ORD-10160,2025-11-20,Southwest,New Mexico,Consumer,Retail,Apparel,Branded Gear,Quarter Zip,6,47.72,0.127,20.79
ORD-10161,2024-12-01,Midwest,Ohio,SMB,Direct Sales,Electronics,Tablets,Astra Tablet,1,554.64,0.1251,346.68
ORD-10162,2025-02-19,Northeast,New York,SMB,Direct Sales,Furniture,Chairs,Summit Chair,1,387.47,0.1288,225.58
ORD-10163,2025-11-12,Southeast,North Carolina,SMB,Retail,Office Supplies,Organizers,Desk Organizer,39,30.51,0.0667,14.98
ORD-10164,2024-06-25,Southeast,Florida,SMB,Direct Sales,Office Supplies,Ink,Toner Cartridge,85,80.56,0.0744,41.06
ORD-10165,2024-11-16,Northeast,Massachusetts,Consumer,Retail,Apparel,Branded Gear,Embroidered Cap,12,18.69,0.1144,8.89
ORD-10166,2024-07-05,Southwest,New Mexico,Enterprise,Direct Sales,Office Supplies,Writing,Marker Kit,42,23.15,0.074,9.99
ORD-10167,2025-10-06,Midwest,Ohio,Consumer,Retail,Industrial,Components,Bearing Set,1,90.12,0.072,46.59
ORD-10168,2025-01-15,Southeast,North Carolina,Enterprise,Direct Sales,Apparel,Safety Wear,Hi-Vis Hoodie,38,67.68,0.0774,27.44
ORD-10169,2025-12-20,Midwest,Michigan,SMB,Distributor,Industrial,Components,Bearing Set,11,92.96,0.0698,44.97
ORD-10170,2025-02-22,Southwest,New Mexico,SMB,Distributor,Furniture,Chairs,Ergo Chair,5,280.47,0.1667,173.08
ORD-10171,2025-08-02,Midwest,Michigan,SMB,Online,Office Supplies,Organizers,Archive Bin,33,47.56,0.0968,22.56
ORD-10172,2025-01-29,Southeast,North Carolina,Enterprise,Direct Sales,Industrial,Tools,Inspection Kit,26,153.95,0.0886,82.75
ORD-10173,2024-04-01,Southwest,Texas,SMB,Retail,Industrial,Maintenance,Lubricant Kit,4,70.68,0.0996,43.13
ORD-10174,2024-09-19,West,California,Enterprise,Distributor,Apparel,Branded Gear,Embroidered Cap,13,19.76,0.1136,7.61
ORD-10175,2024-01-21,Northeast,Pennsylvania,SMB,Distributor,Furniture,Chairs,Summit Chair,5,376.68,0.1339,232.12
ORD-10176,2025-01-28,West,California,SMB,Distributor,Office Supplies,Writing,Gel Pen Bundle,50,16.53,0.0852,6.8
ORD-10177,2024-09-25,Southeast,Florida,Enterprise,Direct Sales,Furniture,Desks,Lift Desk,6,635.06,0.1236,380.57
ORD-10178,2025-09-13,West,Colorado,Enterprise,Direct Sales,Office Supplies,Writing,Notebook Set,69,26.42,0.0587,11.01
ORD-10179,2025-08-19,Southwest,New Mexico,SMB,Distributor,Office Supplies,Paper,Copy Paper Pack,13,19.29,0.0886,10.77
ORD-10180,2024-09-09,Southeast,Florida,SMB,Retail,Apparel,Branded Gear,Event Tee,15,20.88,0.1054,8.32
ORD-10181,2024-05-22,Midwest,Michigan,Consumer,Online,Apparel,Safety Wear,Protective Jacket,5,91.64,0.1209,33.72
ORD-10182,2025-10-31,West,Washington,Enterprise,Direct Sales,Office Supplies,Ink,Color Ink Set,72,52.08,0.0675,27.94
ORD-10183,2025-04-23,Northeast,Massachusetts,Consumer,Retail,Apparel,Uniforms,Shift Uniform,18,50.23,0.129,23.2
ORD-10184,2024-11-17,Southwest,Texas,Consumer,Online,Apparel,Uniforms,Team Hoodie,13,55.96,0.1245,20.2
ORD-10185,2025-09-28,Southeast,Georgia,Enterprise,Distributor,Electronics,Laptops,Apex Workstation,5,1453.89,0.1717,1055.09
ORD-10186,2025-08-24,Northeast,Pennsylvania,SMB,Retail,Apparel,Safety Wear,Protective Jacket,33,90.69,0.0897,37.83
ORD-10187,2025-02-02,Southeast,Florida,Enterprise,Online,Furniture,Desks,Modular Desk,2,524.73,0.1326,329.83
ORD-10188,2025-09-09,Southwest,Texas,SMB,Online,Industrial,Tools,Torque Wrench,3,172.93,0.0928,103.52
ORD-10189,2024-12-30,Northeast,Massachusetts,Consumer,Online,Furniture,Storage,Wall Storage,3,345.98,0.1355,222.32
ORD-10190,2025-08-18,West,California,Consumer,Online,Furniture,Storage,Wall Storage,2,326.85,0.1388,201.05
ORD-10191,2025-08-19,Northeast,Pennsylvania,SMB,Direct Sales,Industrial,Tools,Inspection Kit,13,141.38,0.0771,87.03
ORD-10192,2025-08-10,Midwest,Michigan,SMB,Online,Furniture,Storage,Wall Storage,5,345.11,0.1352,186.7
ORD-10193,2024-11-12,Northeast,Pennsylvania,Consumer,Online,Apparel,Branded Gear,Embroidered Cap,8,19.44,0.1426,8.82
ORD-10194,2025-05-21,Southeast,North Carolina,Enterprise,Online,Electronics,Tablets,FieldTab Pro,12,790.26,0.1788,498.48
ORD-10195,2024-09-24,West,California,SMB,Distributor,Office Supplies,Organizers,Desk Organizer,86,32.56,0.0758,16.48
ORD-10196,2025-10-27,Southwest,New Mexico,Enterprise,Distributor,Furniture,Desks,Lift Desk,3,674.46,0.1614,456.76
ORD-10197,2024-10-17,West,California,SMB,Online,Furniture,Chairs,Summit Chair,4,372.68,0.1329,224.46
ORD-10198,2025-08-09,Southeast,Georgia,SMB,Online,Industrial,Maintenance,Filter Module,4,144.43,0.1097,76.54
ORD-10199,2024-05-27,West,Colorado,Enterprise,Direct Sales,Electronics,Tablets,Orbit Tablet,10,643.95,0.0978,437.99
ORD-10200,2025-11-07,Southeast,Florida,Enterprise,Direct Sales,Electronics,Networking,Smart Switch,5,328.78,0.1598,222.88
ORD-10201,2024-11-23,Northeast,Pennsylvania,Enterprise,Direct Sales,Furniture,Desks,Lift Desk,6,638.0,0.1139,360.4
ORD-10202,2025-06-16,West,Colorado,Enterprise,Distributor,Apparel,Branded Gear,Embroidered Cap,17,18.51,0.1148,6.9
ORD-10203,2025-07-07,Southeast,Georgia,SMB,Online,Office Supplies,Organizers,Desk Organizer,66,32.39,0.085,15.14
ORD-10204,2024-06-22,Southeast,North Carolina,Consumer,Direct Sales,Furniture,Desks,Lift Desk,3,642.53,0.121,369.71
ORD-10205,2024-11-02,Southeast,Florida,Enterprise,Distributor,Apparel,Uniforms,Team Hoodie,33,57.68,0.1045,23.11
ORD-10206,2025-10-14,Midwest,Illinois,Consumer,Online,Office Supplies,Ink,Color Ink Set,9,54.66,0.0959,28.28
ORD-10207,2025-05-23,Southwest,New Mexico,Consumer,Retail,Office Supplies,Writing,Marker Kit,11,24.65,0.1009,10.8
ORD-10208,2025-03-11,Southwest,New Mexico,Consumer,Online,Furniture,Desks,Lift Desk,1,756.42,0.1856,453.93
ORD-10209,2024-12-18,Midwest,Illinois,SMB,Online,Industrial,Maintenance,Filter Module,12,127.67,0.0745,74.93
ORD-10210,2024-06-26,Midwest,Ohio,SMB,Direct Sales,Furniture,Storage,Filing Cabinet,4,226.39,0.1106,143.49
ORD-10211,2025-03-10,Midwest,Illinois,SMB,Direct Sales,Furniture,Storage,Filing Cabinet,4,256.1,0.1175,159.65
ORD-10212,2024-01-21,Northeast,New York,Consumer,Online,Office Supplies,Organizers,Label Pack,23,13.64,0.0911,5.98
ORD-10213,2025-03-13,Southeast,Florida,Consumer,Retail,Office Supplies,Organizers,Archive Bin,19,50.12,0.1074,23.23
ORD-10214,2025-02-28,Northeast,Massachusetts,Consumer,Online,Industrial,Maintenance,Filter Module,1,124.55,0.1261,68.56
ORD-10215,2024-11-01,Southwest,Arizona,Consumer,Online,Electronics,Accessories,Conference Cam,1,204.77,0.1471,125.8
ORD-10216,2024-03-09,Midwest,Ohio,SMB,Distributor,Industrial,Maintenance,Seal Pack,6,56.16,0.0658,32.0
ORD-10217,2024-07-22,Northeast,Pennsylvania,Consumer,Retail,Office Supplies,Paper,Copy Paper Pack,6,18.61,0.0988,9.51
ORD-10218,2024-09-11,Northeast,New York,Enterprise,Distributor,Industrial,Components,Drive Assembly,5,390.17,0.0893,241.88
ORD-10219,2024-05-08,Midwest,Ohio,Enterprise,Direct Sales,Industrial,Maintenance,Seal Pack,12,54.83,0.0451,28.03
ORD-10220,2024-01-14,Southwest,Texas,Enterprise,Direct Sales,Industrial,Tools,Diagnostic Meter,28,265.17,0.0879,149.47
ORD-10221,2025-09-25,Southeast,Georgia,SMB,Distributor,Furniture,Storage,Wall Storage,2,341.07,0.1242,195.52
ORD-10222,2025-02-18,West,California,SMB,Direct Sales,Furniture,Chairs,Ergo Chair,2,266.42,0.1059,175.53
ORD-10223,2025-06-04,Southwest,Arizona,SMB,Distributor,Industrial,Tools,Torque Wrench,4,180.52,0.0979,94.5
ORD-10224,2025-09-21,Midwest,Ohio,Consumer,Online,Electronics,Tablets,Orbit Tablet,3,673.59,0.1261,446.43
ORD-10225,2025-03-23,Midwest,Illinois,SMB,Online,Office Supplies,Organizers,Archive Bin,25,52.46,0.1042,25.57
ORD-10226,2025-05-04,Midwest,Michigan,SMB,Retail,Office Supplies,Writing,Gel Pen Bundle,81,16.88,0.0739,7.36
ORD-10227,2025-02-11,Midwest,Michigan,SMB,Online,Office Supplies,Ink,Color Ink Set,58,47.85,0.1015,20.44
ORD-10228,2024-10-16,Northeast,New York,Enterprise,Direct Sales,Office Supplies,Paper,Copy Paper Pack,104,18.93,0.046,10.06
ORD-10229,2025-04-19,Northeast,New York,Enterprise,Direct Sales,Furniture,Chairs,Ergo Chair,3,299.16,0.1243,166.19
ORD-10230,2025-02-03,Southwest,New Mexico,SMB,Retail,Industrial,Tools,Inspection Kit,9,139.48,0.09,75.53
ORD-10231,2025-05-02,Northeast,New York,Consumer,Online,Office Supplies,Organizers,Label Pack,6,12.91,0.0808,6.96
ORD-10232,2025-04-06,Northeast,Pennsylvania,SMB,Distributor,Industrial,Components,Drive Assembly,18,408.12,0.1011,221.54
ORD-10233,2025-07-30,Southeast,North Carolina,SMB,Online,Industrial,Components,Drive Assembly,13,425.55,0.0932,255.99
ORD-10234,2024-03-11,Northeast,Massachusetts,SMB,Distributor,Electronics,Accessories,Conference Cam,8,203.25,0.1153,145.07
ORD-10235,2024-09-01,Southwest,Texas,SMB,Retail,Office Supplies,Organizers,Desk Organizer,59,34.54,0.0735,17.62
ORD-10236,2024-09-09,Midwest,Illinois,Enterprise,Direct Sales,Office Supplies,Writing,Notebook Set,64,30.34,0.066,14.7
ORD-10237,2024-03-03,Southwest,Texas,Consumer,Retail,Apparel,Safety Wear,Hi-Vis Hoodie,2,64.12,0.1237,25.76
ORD-10238,2024-03-03,Northeast,Pennsylvania,Consumer,Online,Furniture,Chairs,Summit Chair,3,347.12,0.1336,209.64
ORD-10239,2025-03-25,Southeast,North Carolina,Consumer,Online,Office Supplies,Ink,Toner Cartridge,15,86.31,0.1031,46.63
ORD-10240,2025-01-11,West,Washington,SMB,Distributor,Office Supplies,Paper,Copy Paper Pack,85,17.54,0.0724,8.31
ORD-10241,2024-11-21,West,California,Enterprise,Distributor,Office Supplies,Ink,Toner Cartridge,123,81.89,0.0853,39.03
ORD-10242,2024-10-04,Northeast,Massachusetts,Consumer,Online,Electronics,Networking,Secure Gateway,3,399.1,0.1274,258.79
ORD-10243,2024-01-05,Southwest,New Mexico,SMB,Direct Sales,Industrial,Tools,Inspection Kit,16,129.03,0.087,62.75
ORD-10244,2024-07-07,West,Washington,Consumer,Online,Furniture,Chairs,Task Stool,2,194.55,0.1559,123.42
ORD-10245,2025-10-10,West,Washington,SMB,Direct Sales,Electronics,Tablets,FieldTab Pro,3,669.58,0.1122,474.74
ORD-10246,2025-03-20,Midwest,Michigan,Consumer,Online,Electronics,Accessories,Pro Headset,1,175.12,0.1296,119.78
ORD-10247,2024-10-18,Midwest,Ohio,Consumer,Online,Electronics,Networking,Smart Switch,2,292.67,0.1291,200.68
ORD-10248,2024-06-29,Southeast,Georgia,Consumer,Distributor,Apparel,Safety Wear,Hi-Vis Hoodie,17,63.83,0.1085,30.56
ORD-10249,2024-08-21,Southwest,New Mexico,Consumer,Retail,Apparel,Uniforms,Shift Uniform,12,49.62,0.1022,22.69
ORD-10250,2025-05-15,Northeast,Massachusetts,SMB,Online,Office Supplies,Ink,Toner Cartridge,24,80.83,0.0851,38.64
ORD-10251,2024-10-09,West,Colorado,SMB,Direct Sales,Electronics,Accessories,Pro Headset,6,182.26,0.0988,118.98
ORD-10252,2025-05-12,Northeast,Massachusetts,SMB,Distributor,Electronics,Accessories,Pro Headset,1,189.78,0.1063,127.03
ORD-10253,2025-07-02,Midwest,Ohio,Consumer,Online,Industrial,Maintenance,Filter Module,1,143.7,0.0847,66.76
ORD-10254,2024-03-04,Midwest,Michigan,Enterprise,Direct Sales,Industrial,Maintenance,Lubricant Kit,16,70.41,0.05,36.14
ORD-10255,2025-12-04,Midwest,Illinois,Consumer,Retail,Furniture,Storage,Wall Storage,2,313.62,0.1435,187.17
ORD-10256,2025-09-19,Southeast,Georgia,SMB,Online,Furniture,Chairs,Summit Chair,3,386.93,0.1203,251.48
ORD-10257,2024-11-28,West,California,Enterprise,Direct Sales,Apparel,Safety Wear,Protective Jacket,51,82.54,0.1157,37.83
ORD-10258,2024-07-01,Southwest,Arizona,Enterprise,Direct Sales,Industrial,Tools,Torque Wrench,26,193.55,0.0741,111.62
ORD-10259,2024-03-29,Northeast,Pennsylvania,Consumer,Distributor,Electronics,Networking,Smart Switch,1,318.91,0.1413,219.58
ORD-10260,2025-12-29,Southwest,New Mexico,SMB,Online,Office Supplies,Organizers,Archive Bin,62,47.36,0.0904,23.21
ORD-10261,2025-01-04,Southeast,Georgia,SMB,Online,Industrial,Components,Bearing Set,14,92.53,0.1056,53.92
ORD-10262,2025-08-11,West,Washington,Enterprise,Online,Office Supplies,Ink,Toner Cartridge,22,90.53,0.0743,42.47
ORD-10263,2025-08-29,Midwest,Ohio,Enterprise,Direct Sales,Industrial,Tools,Inspection Kit,26,151.65,0.0545,81.78
ORD-10264,2025-05-14,West,Washington,SMB,Online,Office Supplies,Writing,Marker Kit,54,26.26,0.0799,11.67
ORD-10265,2024-07-07,Southwest,Arizona,SMB,Distributor,Industrial,Components,Bearing Set,17,87.49,0.1032,53.46
ORD-10266,2025-08-12,Southeast,Georgia,Consumer,Online,Electronics,Networking,Mesh Router,3,230.69,0.1944,161.99
ORD-10267,2025-11-14,West,Colorado,Consumer,Online,Apparel,Uniforms,Service Polo,8,34.6,0.1519,16.6
ORD-10268,2024-02-24,Southwest,Arizona,Enterprise,Direct Sales,Industrial,Components,Bearing Set,17,92.64,0.0667,51.45
ORD-10269,2025-06-12,Northeast,New York,SMB,Direct Sales,Industrial,Maintenance,Filter Module,16,131.49,0.0874,66.32
ORD-10270,2024-02-29,Northeast,Massachusetts,SMB,Distributor,Electronics,Laptops,Apex Workstation,1,1379.11,0.1216,974.28
ORD-10271,2024-08-05,West,Colorado,SMB,Distributor,Apparel,Branded Gear,Quarter Zip,14,45.29,0.1188,15.91
ORD-10272,2024-07-03,Southwest,Arizona,SMB,Distributor,Apparel,Safety Wear,Safety Vest,41,24.88,0.1181,11.48
ORD-10273,2025-10-20,Midwest,Michigan,Consumer,Online,Apparel,Branded Gear,Event Tee,13,21.81,0.1101,8.54
ORD-10274,2024-08-25,Northeast,New York,Enterprise,Distributor,Industrial,Components,Hydraulic Valve,13,298.93,0.0915,146.85
ORD-10275,2024-12-16,Midwest,Michigan,Enterprise,Direct Sales,Industrial,Tools,Diagnostic Meter,10,277.84,0.0597,146.52
ORD-10276,2025-06-08,Midwest,Illinois,SMB,Direct Sales,Industrial,Maintenance,Seal Pack,13,60.85,0.0724,35.47
ORD-10277,2024-05-26,Midwest,Ohio,SMB,Distributor,Industrial,Components,Hydraulic Valve,17,300.55,0.0767,153.73
ORD-10278,2024-03-11,Midwest,Michigan,Consumer,Retail,Electronics,Accessories,Dock Station,3,139.66,0.1199,100.37
ORD-10279,2025-03-09,Southeast,North Carolina,SMB,Direct Sales,Office Supplies,Organizers,Archive Bin,60,51.4,0.0795,28.46
ORD-10280,2024-09-29,Northeast,New York,SMB,Distributor,Office Supplies,Ink,Color Ink Set,48,48.92,0.0754,26.87
ORD-10281,2024-12-16,Southwest,Texas,Consumer,Online,Office Supplies,Paper,Premium Paper Box,8,54.69,0.1106,29.4
ORD-10282,2025-12-06,Northeast,Massachusetts,Consumer,Online,Electronics,Laptops,Nimbus Laptop,4,1146.54,0.1356,792.38
ORD-10283,2025-09-09,West,Washington,SMB,Distributor,Electronics,Accessories,Dock Station,5,157.94,0.1291,99.7
ORD-10284,2024-05-07,Southwest,New Mexico,SMB,Online,Office Supplies,Organizers,Label Pack,86,13.21,0.0781,5.55
ORD-10285,2025-08-04,Southeast,Georgia,Consumer,Online,Office Supplies,Paper,Premium Paper Box,11,49.81,0.1013,26.3
ORD-10286,2024-11-19,Midwest,Michigan,Consumer,Online,Office Supplies,Writing,Gel Pen Bundle,27,16.6,0.1168,6.98
ORD-10287,2024-12-20,Northeast,Massachusetts,Consumer,Online,Apparel,Branded Gear,Embroidered Cap,20,19.59,0.1363,8.77
ORD-10288,2025-12-04,Southwest,Arizona,SMB,Online,Industrial,Tools,Inspection Kit,10,129.66,0.0888,78.28
ORD-10289,2025-07-20,Southwest,Texas,SMB,Retail,Office Supplies,Paper,Premium Paper Box,33,49.66,0.091,25.49
ORD-10290,2024-08-24,Southeast,North Carolina,Enterprise,Distributor,Electronics,Tablets,Astra Tablet,7,602.76,0.1485,413.44
ORD-10291,2024-07-04,West,Colorado,SMB,Online,Electronics,Accessories,Conference Cam,3,213.14,0.116,145.83
ORD-10292,2024-03-04,Northeast,Pennsylvania,Enterprise,Distributor,Office Supplies,Organizers,Label Pack,110,15.07,0.0695,6.38
ORD-10293,2025-01-03,West,Colorado,Enterprise,Online,Apparel,Safety Wear,Protective Jacket,10,90.39,0.1342,35.3
ORD-10294,2024-11-24,Northeast,New York,Enterprise,Distributor,Furniture,Desks,Modular Desk,7,530.61,0.1235,294.87
ORD-10295,2024-02-23,Southeast,Georgia,SMB,Direct Sales,Electronics,Laptops,Apex Workstation,4,1437.68,0.1555,980.09
ORD-10296,2024-07-27,Southeast,Florida,SMB,Online,Office Supplies,Writing,Notebook Set,20,29.03,0.0767,13.47
ORD-10297,2024-07-27,Southeast,Georgia,SMB,Distributor,Furniture,Chairs,Ergo Chair,4,305.33,0.1336,170.07
ORD-10298,2025-03-01,Midwest,Illinois,SMB,Distributor,Industrial,Tools,Torque Wrench,11,186.25,0.0606,98.4
ORD-10299,2024-07-04,Midwest,Illinois,Consumer,Retail,Electronics,Laptops,Nimbus Laptop,3,1048.42,0.1207,653.68
ORD-10300,2025-11-13,Southwest,New Mexico,Consumer,Online,Electronics,Accessories,Pro Headset,4,187.23,0.1587,119.49
ORD-10301,2024-11-08,Southeast,Georgia,Consumer,Online,Apparel,Uniforms,Service Polo,11,30.82,0.1426,13.26
ORD-10302,2025-03-17,Northeast,New York,SMB,Online,Industrial,Maintenance,Lubricant Kit,14,75.84,0.1148,39.55
ORD-10303,2025-03-31,Southwest,Texas,Enterprise,Direct Sales,Industrial,Tools,Torque Wrench,24,178.08,0.0707,100.88
ORD-10304,2025-03-18,Southeast,Florida,SMB,Direct Sales,Apparel,Safety Wear,Protective Jacket,44,83.4,0.1066,32.96
ORD-10305,2024-10-24,Southeast,Florida,Enterprise,Direct Sales,Electronics,Accessories,Dock Station,11,146.86,0.1537,93.31
ORD-10306,2024-04-12,Southeast,North Carolina,Enterprise,Distributor,Electronics,Tablets,Astra Tablet,8,557.77,0.1657,363.66
ORD-10307,2025-10-09,West,Colorado,Consumer,Retail,Electronics,Laptops,ThinkCore Laptop,3,980.24,0.1335,669.0
ORD-10308,2024-05-02,Southwest,Arizona,SMB,Direct Sales,Furniture,Desks,Lift Desk,1,691.56,0.1615,398.18
ORD-10309,2024-03-01,Southwest,Texas,Consumer,Online,Office Supplies,Ink,Color Ink Set,9,53.82,0.1183,29.91
ORD-10310,2025-09-12,Southeast,North Carolina,Consumer,Retail,Furniture,Chairs,Ergo Chair,2,299.77,0.1269,167.99
ORD-10311,2024-09-30,Southwest,Texas,SMB,Distributor,Electronics,Tablets,Astra Tablet,5,610.88,0.1012,380.5
ORD-10312,2025-10-03,Northeast,Pennsylvania,SMB,Online,Industrial,Components,Hydraulic Valve,14,348.09,0.0945,183.39
ORD-10313,2025-06-14,Southeast,Georgia,Consumer,Online,Furniture,Desks,Lift Desk,2,644.08,0.1503,397.04
ORD-10314,2024-06-15,Southeast,North Carolina,Consumer,Online,Office Supplies,Paper,Copy Paper Pack,5,18.1,0.1072,10.0
ORD-10315,2024-09-23,Southeast,Florida,SMB,Distributor,Electronics,Laptops,ThinkCore Laptop,7,963.03,0.1733,619.64
ORD-10316,2024-03-18,Southeast,North Carolina,Consumer,Online,Electronics,Accessories,Dock Station,2,135.73,0.1739,84.89
ORD-10317,2024-03-22,West,Colorado,Enterprise,Direct Sales,Furniture,Desks,Lift Desk,2,745.21,0.1185,480.17
ORD-10318,2025-12-12,Northeast,New York,Enterprise,Direct Sales,Industrial,Tools,Torque Wrench,10,191.74,0.075,108.8
ORD-10319,2025-12-03,Southwest,Texas,SMB,Retail,Office Supplies,Writing,Notebook Set,32,26.58,0.0941,14.04
ORD-10320,2025-08-26,West,California,Consumer,Online,Electronics,Tablets,FieldTab Pro,2,668.6,0.1407,469.42
ORD-10321,2025-07-02,Northeast,Massachusetts,Consumer,Online,Apparel,Safety Wear,Safety Vest,13,28.31,0.1195,13.52
ORD-10322,2025-03-24,Northeast,Pennsylvania,Enterprise,Online,Office Supplies,Ink,Toner Cartridge,106,79.41,0.0672,32.24
ORD-10323,2025-11-20,Southeast,Georgia,Enterprise,Direct Sales,Electronics,Laptops,ThinkCore Laptop,10,987.56,0.1566,631.4
ORD-10324,2024-09-29,Northeast,Massachusetts,SMB,Distributor,Office Supplies,Paper,Premium Paper Box,23,56.72,0.0708,23.87
ORD-10325,2025-12-20,Southeast,North Carolina,Consumer,Online,Office Supplies,Ink,Color Ink Set,15,54.48,0.0983,25.93
ORD-10326,2025-02-16,West,Colorado,Enterprise,Direct Sales,Apparel,Safety Wear,Protective Jacket,57,88.28,0.1149,35.9
ORD-10327,2025-05-04,West,Colorado,SMB,Online,Industrial,Tools,Inspection Kit,3,153.03,0.0976,82.44
